age,income,credit_score,loan_amount,employment_type,marital_status,education,default
42,38646,824,166928,Unemployed,Divorced,Bachelor,1
27,143777,715,370310,Self-Employed,Married,Master,0
64,97360,462,14179,Unemployed,Single,Master,1
40,57335,636,174695,Salaried,Married,High School,0
38,89351,678,153659,Self-Employed,Married,Master,0
38,134934,623,159805,Self-Employed,Single,Master,0
60,22429,472,262282,Self-Employed,Married,High School,1
30,61950,363,486522,Salaried,Married,PhD,1
54,80654,400,104423,Salaried,Single,Bachelor,1
50,127422,621,128076,Salaried,Single,Master,0
41,129934,365,140047,Salaried,Single,Master,1
61,139975,757,259477,Self-Employed,Married,High School,0
28,88143,752,214527,Salaried,Single,Master,0
34,111186,558,342282,Salaried,Married,Master,0
21,124234,725,181535,Salaried,Married,Master,0
64,117889,477,497812,Salaried,Married,Bachelor,1
42,122326,579,178226,Salaried,Married,High School,0
47,97527,643,211748,Salaried,Married,Master,0
26,106704,316,91706,Self-Employed,Divorced,Bachelor,1
38,51099,595,121905,Salaried,Married,Bachelor,0
37,59385,501,33830,Self-Employed,Married,Bachelor,0
36,55919,493,377220,Salaried,Married,Bachelor,1
36,116952,448,470342,Self-Employed,Married,Master,1
29,80782,674,444961,Salaried,Married,Master,1
54,91116,334,297753,Salaried,Married,Master,0
59,92590,668,22401,Salaried,Married,Master,0
34,109626,328,425945,Salaried,Divorced,Master,0
54,60387,520,370624,Salaried,Married,High School,1
65,35823,352,123278,Self-Employed,Single,Master,1
56,66015,652,181239,Salaried,Married,Bachelor,0
45,122877,691,230253,Salaried,Single,Bachelor,0
58,35339,375,324535,Self-Employed,Single,Bachelor,1
52,149949,793,131543,Salaried,Married,Bachelor,0
64,23491,821,396030,Salaried,Married,Bachelor,0
65,20706,416,99583,Self-Employed,Divorced,High School,1
35,117493,579,194243,Salaried,Divorced,High School,0
31,35728,474,486312,Self-Employed,Single,Bachelor,1
52,26997,594,142719,Self-Employed,Married,High School,1
61,123537,750,419322,Self-Employed,Divorced,Bachelor,0
58,80408,817,273159,Self-Employed,Single,High School,0
24,78097,320,288650,Salaried,Married,High School,1
58,149526,372,250221,Salaried,Divorced,Master,0
30,58523,335,29067,Unemployed,Married,Master,1
35,141648,806,397963,Salaried,Married,PhD,0
54,45163,532,7056,Salaried,Divorced,Master,1
30,37718,796,495471,Self-Employed,Divorced,Master,0
53,107508,505,259770,Salaried,Married,Bachelor,0
48,103767,725,34328,Salaried,Married,Bachelor,0
19,59619,343,344856,Salaried,Married,Bachelor,1
33,32126,390,57832,Salaried,Married,Bachelor,1
26,109131,769,47771,Salaried,Single,Master,0
26,84926,766,102421,Unemployed,Married,Master,0
55,60633,753,485021,Self-Employed,Divorced,Master,0
28,97654,632,182587,Self-Employed,Divorced,Bachelor,0
39,23317,806,69538,Salaried,Married,PhD,0
50,64980,769,466866,Salaried,Married,PhD,0
53,64115,320,477194,Salaried,Married,Bachelor,1
62,81646,527,307295,Salaried,Divorced,Master,1
40,63158,675,137701,Salaried,Married,High School,0
62,75963,429,350607,Salaried,Divorced,High School,1
62,67631,713,101853,Salaried,Married,High School,0
51,69316,370,94432,Salaried,Married,Master,0
26,125364,703,295299,Unemployed,Divorced,High School,0
41,79342,696,256529,Salaried,Married,High School,0
25,35504,636,154360,Self-Employed,Single,High School,0
24,88593,804,317732,Salaried,Single,Bachelor,0
53,46660,575,223023,Salaried,Divorced,Bachelor,0
35,57196,312,172157,Salaried,Married,High School,1
20,85938,302,16251,Salaried,Married,Bachelor,1
45,28605,523,107420,Salaried,Married,Bachelor,1
23,77388,474,161646,Salaried,Married,Bachelor,1
61,101297,684,276767,Self-Employed,Married,Master,0
61,75501,540,222544,Salaried,Single,PhD,1
38,73309,846,321859,Salaried,Divorced,Bachelor,0
45,47043,313,273267,Salaried,Married,Bachelor,1
57,53635,494,270205,Salaried,Married,PhD,1
18,99315,696,111393,Self-Employed,Married,Bachelor,0
53,100691,730,259216,Salaried,Single,Master,0
38,126514,605,369179,Salaried,Married,Bachelor,0
60,53132,633,306239,Salaried,Single,Bachelor,0
52,109387,709,195690,Self-Employed,Divorced,Master,0
30,35366,302,426667,Salaried,Married,Master,1
66,113944,751,349041,Self-Employed,Married,Bachelor,0
27,92107,794,86443,Salaried,Married,Bachelor,0
61,82580,716,385149,Self-Employed,Married,Master,0
64,135267,690,301958,Unemployed,Single,Bachelor,1
27,142362,672,90141,Self-Employed,Divorced,Master,0
63,77889,351,496008,Salaried,Married,Bachelor,1
30,99553,675,212940,Salaried,Single,Bachelor,0
54,59236,694,173904,Salaried,Married,Bachelor,0
55,24150,441,493228,Salaried,Married,Master,1
41,131369,385,145517,Salaried,Divorced,Bachelor,0
19,39423,763,169562,Self-Employed,Married,Bachelor,0
39,24137,345,34767,Salaried,Married,Bachelor,0
34,49992,537,51057,Salaried,Single,PhD,0
53,130540,309,216818,Self-Employed,Single,PhD,0
31,114438,829,225767,Salaried,Married,Master,0
27,135140,477,471316,Self-Employed,Married,PhD,1
52,64921,305,177115,Self-Employed,Single,High School,1
42,141225,606,353899,Unemployed,Single,PhD,0
20,99369,847,295090,Self-Employed,Married,High School,0
64,86917,626,172659,Salaried,Married,Bachelor,0
55,93690,655,270508,Salaried,Divorced,Bachelor,0
34,54235,694,468070,Salaried,Single,PhD,0
29,98975,599,192160,Salaried,Married,Master,0
69,39122,825,82015,Salaried,Married,Bachelor,0
41,43956,584,143470,Self-Employed,Divorced,PhD,0
46,83879,629,400668,Salaried,Married,Master,0
60,78560,349,354352,Salaried,Single,Master,1
42,141435,677,390352,Self-Employed,Married,High School,0
53,102800,837,431409,Salaried,Married,Master,0
43,130310,443,477617,Salaried,Married,PhD,1
55,88685,359,30345,Salaried,Single,PhD,0
18,44660,374,353039,Self-Employed,Married,Bachelor,1
37,148029,302,210407,Self-Employed,Married,Bachelor,0
45,126196,747,457412,Self-Employed,Single,Bachelor,0
33,106064,574,159125,Salaried,Married,Bachelor,0
64,134440,829,261624,Self-Employed,Married,Bachelor,0
34,21168,514,498644,Salaried,Married,Master,1
57,65124,784,134022,Salaried,Single,Master,0
45,55897,628,481436,Salaried,Divorced,PhD,1
29,35032,554,403231,Salaried,Single,High School,1
44,72797,686,233273,Salaried,Single,Bachelor,0
59,55294,425,406873,Self-Employed,Divorced,Bachelor,1
64,63827,849,318260,Salaried,Divorced,Bachelor,0
47,23516,623,158023,Salaried,Single,Bachelor,1
58,39751,503,364743,Salaried,Divorced,Bachelor,1
51,50373,471,234351,Salaried,Single,PhD,1
54,142026,516,293665,Salaried,Married,Bachelor,0
23,50270,544,321575,Self-Employed,Single,Bachelor,1
24,30386,635,277875,Self-Employed,Married,Master,1
49,121859,597,154816,Self-Employed,Married,Master,0
49,84817,481,330238,Self-Employed,Married,Bachelor,1
42,85184,633,285567,Salaried,Married,Master,0
50,134316,810,381756,Self-Employed,Married,Master,0
24,99693,682,415784,Salaried,Divorced,Master,1
69,57879,498,445627,Salaried,Single,Bachelor,1
29,125056,631,8934,Salaried,Single,High School,0
33,69597,464,81945,Salaried,Married,Master,0
33,59132,541,256554,Salaried,Single,Bachelor,0
60,23626,526,397587,Salaried,Married,Master,1
53,105936,750,101946,Salaried,Married,Master,0
30,122179,495,101344,Self-Employed,Married,Bachelor,0
24,123801,503,144244,Salaried,Divorced,Bachelor,0
53,101515,757,32358,Salaried,Single,Master,0
64,97065,556,202385,Self-Employed,Single,Master,1
68,75390,828,134774,Salaried,Single,Master,0
26,36645,571,286907,Self-Employed,Single,Master,1
49,111960,308,446889,Self-Employed,Married,Master,0
28,74144,500,498938,Salaried,Married,Master,1
25,33382,358,494922,Salaried,Married,Bachelor,1
50,24025,692,90997,Salaried,Divorced,High School,0
40,63226,418,246830,Salaried,Single,Bachelor,0
42,99380,698,335119,Salaried,Single,High School,0
25,142971,630,143876,Salaried,Divorced,High School,0
62,138910,566,445810,Salaried,Single,PhD,1
39,89711,819,214820,Salaried,Divorced,Master,0
21,116055,779,92189,Salaried,Divorced,Master,0
57,146189,433,92507,Self-Employed,Divorced,Master,0
20,94710,654,334669,Salaried,Married,Bachelor,0
46,23443,797,471620,Self-Employed,Single,High School,0
58,41395,406,104248,Salaried,Married,PhD,0
46,30725,589,29604,Self-Employed,Married,High School,0
51,53461,446,383729,Salaried,Single,Master,1
51,147000,626,420351,Salaried,Married,High School,0
45,61115,714,494296,Salaried,Single,Bachelor,0
30,130084,509,173990,Salaried,Married,High School,0
32,116887,595,134716,Salaried,Divorced,Bachelor,0
40,103732,697,186921,Salaried,Single,Master,0
61,132145,402,166919,Salaried,Single,Master,0
43,99790,807,441990,Salaried,Single,Master,0
21,99557,508,458925,Salaried,Single,PhD,1
43,131672,727,15680,Salaried,Single,Master,0
57,91260,692,118508,Salaried,Single,Master,0
26,48690,408,100619,Unemployed,Single,Bachelor,1
22,21407,647,60037,Salaried,Divorced,Master,0
49,93568,349,104969,Self-Employed,Divorced,Master,1
37,78560,404,116115,Salaried,Married,High School,1
67,67340,719,63914,Salaried,Single,High School,0
28,37794,672,162381,Salaried,Single,Bachelor,0
32,39881,326,112255,Salaried,Married,Bachelor,0
49,106292,572,15349,Self-Employed,Married,Master,0
45,125698,639,473295,Salaried,Divorced,Master,0
39,114952,600,459036,Self-Employed,Single,PhD,1
58,69703,779,211068,Salaried,Married,Bachelor,0
34,64354,843,432769,Salaried,Married,Master,0
43,111288,564,33525,Salaried,Divorced,Bachelor,0
61,98462,841,273092,Salaried,Married,Master,0
24,139020,465,19498,Salaried,Married,Master,0
59,119301,615,417207,Salaried,Married,Master,0
43,138764,300,226582,Salaried,Divorced,Bachelor,1
42,34390,560,499150,Unemployed,Single,Master,1
27,124403,362,64790,Salaried,Single,Bachelor,1
62,107475,782,405876,Self-Employed,Married,Master,0
36,47307,620,31245,Salaried,Single,Master,0
28,116364,500,136310,Salaried,Married,Bachelor,0
30,114049,521,418136,Self-Employed,Divorced,High School,1
25,138740,451,51659,Self-Employed,Married,Bachelor,0
57,139991,761,393127,Salaried,Married,Bachelor,0
21,44502,516,79874,Salaried,Married,Master,1
64,115599,495,309661,Salaried,Divorced,Bachelor,1
48,42486,501,131618,Self-Employed,Divorced,Master,1
45,131813,533,80885,Salaried,Married,Bachelor,0
28,58258,440,51350,Self-Employed,Married,High School,0
60,77716,797,344323,Salaried,Married,Master,0
18,117228,356,259251,Salaried,Married,Master,0
66,123920,803,426490,Self-Employed,Married,Master,0
64,101494,441,312157,Unemployed,Married,Bachelor,1
69,120552,838,242275,Salaried,Married,High School,0
55,102768,405,44913,Self-Employed,Married,High School,1
41,30748,464,240237,Self-Employed,Single,High School,1
64,82785,514,312963,Self-Employed,Divorced,Master,1
48,96050,370,87168,Unemployed,Married,Bachelor,1
58,42738,389,359824,Salaried,Married,PhD,1
63,94231,527,476073,Self-Employed,Married,Master,1
67,93606,378,361936,Self-Employed,Married,Master,1
43,113301,648,200982,Salaried,Married,PhD,0
66,61662,545,159557,Salaried,Married,Bachelor,1
67,138313,571,401076,Salaried,Single,High School,1
22,116297,702,54875,Self-Employed,Married,Master,0
37,102234,415,150991,Self-Employed,Single,Bachelor,0
69,35123,734,497089,Salaried,Married,PhD,0
58,120680,829,341091,Salaried,Single,PhD,0
28,45616,741,14586,Salaried,Married,PhD,0
50,122682,471,56986,Salaried,Single,PhD,0
67,31182,315,356992,Salaried,Divorced,Master,1
55,110369,355,290199,Salaried,Divorced,Master,1
44,118878,402,433106,Self-Employed,Married,High School,1
51,82013,583,461297,Salaried,Married,Master,1
32,51331,816,33807,Unemployed,Married,Bachelor,0
49,66098,577,221992,Salaried,Single,Master,0
38,46128,568,314321,Unemployed,Single,PhD,1
63,51556,699,492677,Salaried,Single,Bachelor,1
22,147398,802,73625,Self-Employed,Married,High School,0
23,107505,385,412458,Salaried,Single,Bachelor,1
55,41876,619,323461,Salaried,Single,Master,1
39,28949,331,438194,Salaried,Married,Master,1
35,71962,635,283577,Salaried,Single,Master,0
31,110054,350,38282,Self-Employed,Single,Master,1
27,143984,378,81519,Salaried,Divorced,High School,0
63,91206,473,245346,Unemployed,Married,Master,1
30,44099,800,310722,Salaried,Married,Master,0
48,124871,375,135843,Unemployed,Single,High School,1
47,32716,615,113333,Salaried,Married,Bachelor,0
20,72611,672,468423,Salaried,Single,Master,0
47,58885,380,160205,Salaried,Divorced,PhD,0
23,73144,370,55317,Self-Employed,Married,Master,1
46,85220,370,132878,Salaried,Divorced,PhD,1
25,27837,345,113745,Salaried,Divorced,High School,1
61,69355,346,396374,Salaried,Married,PhD,1
62,67299,721,70950,Salaried,Married,High School,0
60,39159,448,64612,Salaried,Divorced,Bachelor,0
61,145212,429,69873,Salaried,Married,Bachelor,1
50,136680,755,249469,Self-Employed,Single,Master,0
34,136931,804,120792,Self-Employed,Married,Bachelor,0
65,126802,543,222850,Self-Employed,Single,High School,1
28,136375,773,198074,Salaried,Married,Bachelor,0
30,122413,681,450724,Salaried,Married,High School,0
67,71012,402,498936,Unemployed,Divorced,Bachelor,1
28,79305,788,174451,Salaried,Married,Master,0
48,107096,336,391958,Salaried,Divorced,Bachelor,1
45,37106,848,20231,Self-Employed,Single,Bachelor,0
61,78123,819,354529,Salaried,Married,High School,0
23,131825,632,46163,Salaried,Divorced,High School,0
58,28720,696,389024,Salaried,Married,Bachelor,0
33,57661,595,429892,Salaried,Married,Master,1
21,135031,406,354736,Salaried,Single,Bachelor,1
52,113898,829,373708,Salaried,Married,High School,0
65,113794,382,259467,Salaried,Divorced,Master,1
43,107318,587,483699,Self-Employed,Single,Bachelor,0
29,126704,760,60535,Salaried,Married,Bachelor,0
28,41120,514,378096,Self-Employed,Married,Bachelor,1
54,39790,580,489792,Salaried,Single,High School,1
42,78655,758,182182,Self-Employed,Married,High School,0
35,79643,643,183050,Self-Employed,Single,Bachelor,0
36,113448,493,226890,Self-Employed,Single,High School,0
40,67374,457,489953,Self-Employed,Married,Bachelor,1
55,62907,764,208441,Salaried,Married,Master,0
35,70071,403,402968,Salaried,Single,PhD,1
43,140507,333,29507,Salaried,Divorced,Master,0
23,54812,401,483921,Salaried,Single,Master,1
21,69570,624,129225,Salaried,Divorced,Bachelor,0
61,70901,440,259295,Salaried,Married,High School,1
68,80186,773,115282,Salaried,Married,Bachelor,0
46,142066,330,439711,Unemployed,Single,Bachelor,1
51,148364,362,226538,Self-Employed,Married,Master,1
34,70251,386,196958,Salaried,Single,Master,0
60,85171,603,337703,Salaried,Married,Bachelor,0
60,56160,360,5982,Self-Employed,Married,Bachelor,1
33,39156,695,215913,Salaried,Single,Bachelor,0
19,96208,633,134128,Salaried,Married,Bachelor,0
51,99980,710,414362,Salaried,Single,Bachelor,0
25,92320,583,252105,Salaried,Married,Bachelor,0
30,37929,765,190915,Salaried,Single,Bachelor,0
59,86606,379,256762,Self-Employed,Married,Master,0
25,108442,376,81737,Salaried,Married,Bachelor,0
47,120154,839,87446,Salaried,Married,Bachelor,0
49,82559,660,93567,Self-Employed,Single,Master,0
53,74205,376,290780,Self-Employed,Single,PhD,1
64,130694,808,349994,Salaried,Single,PhD,0
47,88475,463,425548,Self-Employed,Single,Bachelor,1
18,84341,308,187506,Unemployed,Single,Bachelor,1
60,115377,474,88866,Unemployed,Married,Bachelor,1
56,62863,761,197343,Self-Employed,Married,High School,0
34,101837,606,67726,Self-Employed,Divorced,High School,0
37,85439,544,348045,Salaried,Married,High School,1
41,27194,421,146180,Self-Employed,Married,Master,1
67,91387,484,73896,Self-Employed,Divorced,Bachelor,1
39,141361,331,178625,Salaried,Married,High School,1
46,101914,609,45880,Salaried,Married,Master,0
39,86214,671,250392,Self-Employed,Divorced,Master,0
61,116176,355,319221,Unemployed,Divorced,Master,1
26,119292,572,8625,Salaried,Married,Bachelor,0
54,49777,763,43237,Salaried,Married,High School,0
27,145355,755,6223,Self-Employed,Married,High School,0
53,46183,548,195375,Salaried,Married,Master,0
54,47445,377,70197,Salaried,Divorced,Bachelor,0
45,87038,833,241486,Salaried,Married,Bachelor,0
45,136477,407,341837,Salaried,Divorced,Bachelor,1
59,107201,572,116555,Self-Employed,Married,PhD,0
60,36198,314,304904,Salaried,Single,Bachelor,1
38,41411,669,477398,Salaried,Married,Bachelor,0
41,70577,603,377318,Salaried,Married,Bachelor,1
59,35867,504,394336,Salaried,Single,PhD,1
57,82501,412,456182,Self-Employed,Divorced,Master,1
19,34266,552,296168,Salaried,Married,High School,1
25,59422,740,468539,Salaried,Married,Bachelor,0
65,55208,485,290346,Salaried,Divorced,Bachelor,1
44,128538,526,386558,Salaried,Divorced,High School,1
39,141544,827,56524,Self-Employed,Divorced,Bachelor,0
54,51213,653,179980,Salaried,Married,Master,0
44,27367,300,434283,Self-Employed,Married,Bachelor,1
46,144158,719,407576,Salaried,Single,Master,0
20,99026,460,365372,Salaried,Married,Master,1
61,55362,460,109755,Self-Employed,Divorced,Master,1
30,139377,427,149013,Self-Employed,Married,Bachelor,0
62,71588,450,283137,Unemployed,Single,Bachelor,1
27,58285,743,19620,Salaried,Single,High School,0
53,146683,770,390415,Salaried,Divorced,High School,0
26,145085,762,25193,Self-Employed,Divorced,PhD,0
44,94755,329,318703,Salaried,Married,Master,1
51,91846,772,288392,Self-Employed,Married,Bachelor,0
68,56307,379,444068,Self-Employed,Single,Bachelor,1
18,115167,338,403243,Unemployed,Married,PhD,1
49,100280,539,330554,Self-Employed,Married,Bachelor,1
42,39867,636,271404,Salaried,Married,Bachelor,1
46,76523,579,304740,Self-Employed,Married,High School,1
24,104161,415,243148,Salaried,Married,Master,0
66,26378,568,14012,Salaried,Single,PhD,1
20,104685,634,30823,Salaried,Divorced,Master,0
37,127669,611,340995,Salaried,Divorced,Bachelor,0
37,96958,352,52027,Self-Employed,Divorced,Master,1
47,47926,367,214239,Unemployed,Divorced,Bachelor,1
52,123215,333,350938,Salaried,Married,High School,0
52,118707,685,292243,Salaried,Single,High School,0
66,33180,548,368571,Self-Employed,Married,PhD,1
56,112837,410,304136,Self-Employed,Married,Bachelor,0
44,138070,393,387086,Self-Employed,Married,Bachelor,1
43,56931,709,495128,Self-Employed,Single,Bachelor,0
31,44014,478,385030,Self-Employed,Married,PhD,1
34,134775,346,147049,Salaried,Married,Master,0
35,116472,675,454450,Unemployed,Single,Master,1
62,99872,501,228302,Unemployed,Single,Bachelor,1
69,78502,744,183448,Self-Employed,Married,Master,0
